Time,Plate,Well,Raw_od,hour,Well_id,Plt_well,Well_row,Well_column,Condition,Ratio,XMIC,MIC ug/ml,OD_minimum_of_each_well,OD_corrected
0:00:34,1,A1,0.205,0.00944,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.03
0:59:29,1,A1,0.2,0.99139,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.03
1:59:31,1,A1,0.2,1.99194,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.03
2:59:31,1,A1,0.2,2.99194,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.03
3:59:33,1,A1,0.202,3.9925,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.03
4:59:33,1,A1,0.205,4.9925,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.03
5:59:34,1,A1,0.21,5.99278,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.03
6:59:35,1,A1,0.216,6.99306,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.03
7:59:36,1,A1,0.226,7.99333,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.03
8:59:37,1,A1,0.236,8.99361,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.035999999999999976
9:59:38,1,A1,0.25,9.99389,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.04999999999999999
10:59:39,1,A1,0.26,10.99417,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.06
11:59:40,1,A1,0.27,11.99444,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.07
12:59:41,1,A1,0.266,12.99472,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.066
13:59:42,1,A1,0.266,13.995,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.066
14:59:43,1,A1,0.265,14.99528,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.065
15:59:44,1,A1,0.264,15.99556,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.064
16:59:45,1,A1,0.263,16.99583,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.063
17:59:44,1,A1,0.262,17.99556,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.062
18:59:45,1,A1,0.262,18.99583,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.062
19:59:47,1,A1,0.26,19.99639,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.06
20:59:47,1,A1,0.261,20.99639,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.061
21:59:49,1,A1,0.258,21.99694,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996
22:59:50,1,A1,0.258,22.99722,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996
23:59:51,1,A1,0.258,23.9975,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996
24:59:51,1,A1,0.257,24.9975,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.056999999999999995
25:59:52,1,A1,0.258,25.99778,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996
26:59:54,1,A1,0.258,26.99833,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996
27:59:54,1,A1,0.258,27.99833,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996
28:59:55,1,A1,0.258,28.99861,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996
29:59:56,1,A1,0.258,29.99889,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996
30:59:57,1,A1,0.258,30.99917,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996
31:59:58,1,A1,0.258,31.99944,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996
32:59:58,1,A1,0.259,32.99944,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.059
34:00:00,1,A1,0.258,34.0,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996
35:00:01,1,A1,0.259,35.00028,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.059
36:00:01,1,A1,0.259,36.00028,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.059
37:00:02,1,A1,0.259,37.00056,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.059
38:00:03,1,A1,0.26,38.00083,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.06
39:00:04,1,A1,0.261,39.00111,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.061
40:00:05,1,A1,0.26,40.00139,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.06
41:00:06,1,A1,0.261,41.00167,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.061
42:00:06,1,A1,0.261,42.00167,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.061
43:00:08,1,A1,0.261,43.00222,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.061
44:00:09,1,A1,0.262,44.0025,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.062
45:00:09,1,A1,0.262,45.0025,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.062
46:00:11,1,A1,0.263,46.00306,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.063
47:00:11,1,A1,0.263,47.00306,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.063
48:00:12,1,A1,0.264,48.00333,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.064
0:00:34,2,A1,0.201,0.00944,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.03
0:59:29,2,A1,0.217,0.99139,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.031
1:59:31,2,A1,0.188,1.99194,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.03
2:59:31,2,A1,0.186,2.99194,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.03
3:59:33,2,A1,0.189,3.9925,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.03
4:59:33,2,A1,0.193,4.9925,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.03
5:59:34,2,A1,0.199,5.99278,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.03
6:59:35,2,A1,0.207,6.99306,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.03
7:59:36,2,A1,0.22,7.99333,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.034
8:59:37,2,A1,0.234,8.99361,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.048000000000000015
9:59:38,2,A1,0.245,9.99389,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.059
10:59:39,2,A1,0.242,10.99417,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.055999999999999994
11:59:40,2,A1,0.241,11.99444,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05499999999999999
12:59:41,2,A1,0.241,12.99472,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05499999999999999
13:59:42,2,A1,0.24,13.995,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05399999999999999
14:59:43,2,A1,0.239,14.99528,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05299999999999999
15:59:44,2,A1,0.238,15.99556,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05199999999999999
16:59:44,2,A1,0.237,16.99556,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05099999999999999
17:59:44,2,A1,0.238,17.99556,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05199999999999999
18:59:45,2,A1,0.236,18.99583,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04999999999999999
19:59:47,2,A1,0.236,19.99639,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04999999999999999
20:59:47,2,A1,0.236,20.99639,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04999999999999999
21:59:49,2,A1,0.235,21.99694,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999
22:59:50,2,A1,0.235,22.99722,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999
23:59:51,2,A1,0.235,23.9975,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999
24:59:52,2,A1,0.235,24.99778,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999
25:59:53,2,A1,0.235,25.99806,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999
26:59:54,2,A1,0.235,26.99833,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999
27:59:54,2,A1,0.235,27.99833,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999
28:59:55,2,A1,0.235,28.99861,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999
29:59:56,2,A1,0.235,29.99889,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999
30:59:57,2,A1,0.235,30.99917,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999
31:59:58,2,A1,0.236,31.99944,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04999999999999999
32:59:58,2,A1,0.237,32.99944,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05099999999999999
34:00:00,2,A1,0.237,34.0,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05099999999999999
35:00:01,2,A1,0.238,35.00028,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05199999999999999
36:00:02,2,A1,0.239,36.00056,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05299999999999999
37:00:02,2,A1,0.24,37.00056,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05399999999999999
38:00:03,2,A1,0.241,38.00083,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05499999999999999
39:00:04,2,A1,0.241,39.00111,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05499999999999999
40:00:05,2,A1,0.243,40.00139,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.056999999999999995
41:00:06,2,A1,0.243,41.00167,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.056999999999999995
42:00:07,2,A1,0.244,42.00194,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.057999999999999996
43:00:08,2,A1,0.244,43.00222,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.057999999999999996
44:00:09,2,A1,0.246,44.0025,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.06
45:00:10,2,A1,0.246,45.00278,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.06
46:00:11,2,A1,0.247,46.00306,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.061
47:00:11,2,A1,0.247,47.00306,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.061
48:00:12,2,A1,0.248,48.00333,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.062
0:00:34,3,A1,0.209,0.00944,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03
0:59:29,3,A1,0.205,0.99139,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03
1:59:31,3,A1,0.204,1.99194,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03
2:59:31,3,A1,0.205,2.99194,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03
3:59:33,3,A1,0.205,3.9925,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03
4:59:33,3,A1,0.208,4.9925,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03
5:59:35,3,A1,0.211,5.99306,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03
6:59:35,3,A1,0.217,6.99306,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03
7:59:36,3,A1,0.225,7.99333,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03
8:59:37,3,A1,0.234,8.99361,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.030000000000000027
9:59:38,3,A1,0.246,9.99389,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.04200000000000001
10:59:38,3,A1,0.258,10.99389,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.05400000000000002
11:59:40,3,A1,0.267,11.99444,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.06300000000000003
12:59:41,3,A1,0.265,12.99472,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.061000000000000026
13:59:42,3,A1,0.264,13.995,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.060000000000000026
14:59:43,3,A1,0.264,14.99528,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.060000000000000026
15:59:44,3,A1,0.263,15.99556,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.059000000000000025
16:59:44,3,A1,0.264,16.99556,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.060000000000000026
17:59:44,3,A1,0.263,17.99556,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.059000000000000025
18:59:45,3,A1,0.263,18.99583,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.059000000000000025
19:59:47,3,A1,0.263,19.99639,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.059000000000000025
20:59:48,3,A1,0.263,20.99667,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.059000000000000025
21:59:49,3,A1,0.263,21.99694,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.059000000000000025
22:59:50,3,A1,0.263,22.99722,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.059000000000000025
23:59:51,3,A1,0.264,23.9975,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.060000000000000026
24:59:51,3,A1,0.264,24.9975,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.060000000000000026
25:59:53,3,A1,0.265,25.99806,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.061000000000000026
26:59:54,3,A1,0.266,26.99833,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.06200000000000003
27:59:54,3,A1,0.266,27.99833,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.06200000000000003
28:59:55,3,A1,0.267,28.99861,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.06300000000000003
29:59:56,3,A1,0.268,29.99889,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.06400000000000003
30:59:57,3,A1,0.27,30.99917,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.06600000000000003
31:59:58,3,A1,0.271,31.99944,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.06700000000000003
32:59:58,3,A1,0.274,32.99944,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.07000000000000003
34:00:00,3,A1,0.274,34.0,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.07000000000000003
35:00:01,3,A1,0.274,35.00028,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.07000000000000003
36:00:02,3,A1,0.276,36.00056,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.07200000000000004
37:00:02,3,A1,0.278,37.00056,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.07400000000000004
38:00:03,3,A1,0.28,38.00083,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.07600000000000004
39:00:04,3,A1,0.282,39.00111,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.07799999999999999
40:00:05,3,A1,0.287,40.00139,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.08299999999999999
41:00:06,3,A1,0.291,41.00167,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.087
42:00:07,3,A1,0.3,42.00194,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.096
43:00:08,3,A1,0.309,43.00222,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.10500000000000001
44:00:09,3,A1,0.317,44.0025,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.11300000000000002
45:00:10,3,A1,0.324,45.00278,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.12000000000000002
46:00:11,3,A1,0.323,46.00306,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.11900000000000002
47:00:11,3,A1,0.323,47.00306,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.11900000000000002
48:00:12,3,A1,0.318,48.00333,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.11400000000000002
0:00:34,4,A1,0.179,0.00944,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.03
0:59:29,4,A1,0.176,0.99139,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.03
1:59:31,4,A1,0.176,1.99194,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.03
2:59:31,4,A1,0.178,2.99194,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.03
3:59:33,4,A1,0.181,3.9925,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.03
4:59:33,4,A1,0.184,4.9925,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.03
5:59:35,4,A1,0.191,5.99306,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.03
6:59:35,4,A1,0.2,6.99306,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.03
7:59:36,4,A1,0.211,7.99333,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.035
8:59:37,4,A1,0.225,8.99361,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.049000000000000016
9:59:38,4,A1,0.235,9.99389,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.059
10:59:38,4,A1,0.239,10.99389,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.063
11:59:40,4,A1,0.238,11.99444,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.062
12:59:41,4,A1,0.24,12.99472,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.064
13:59:42,4,A1,0.241,13.995,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.065
14:59:43,4,A1,0.242,14.99528,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.066
15:59:44,4,A1,0.243,15.99556,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.067
16:59:44,4,A1,0.246,16.99556,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07
17:59:44,4,A1,0.248,17.99556,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07200000000000001
18:59:45,4,A1,0.25,18.99583,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07400000000000001
19:59:47,4,A1,0.251,19.99639,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07500000000000001
20:59:48,4,A1,0.252,20.99667,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07600000000000001
21:59:49,4,A1,0.253,21.99694,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07700000000000001
22:59:50,4,A1,0.254,22.99722,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07800000000000001
23:59:51,4,A1,0.256,23.9975,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.08000000000000002
24:59:52,4,A1,0.258,24.99778,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.08200000000000002
25:59:53,4,A1,0.259,25.99806,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.08300000000000002
26:59:54,4,A1,0.26,26.99833,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.08400000000000002
27:59:54,4,A1,0.266,27.99833,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.09000000000000002
28:59:55,4,A1,0.274,28.99861,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.09800000000000003
29:59:56,4,A1,0.277,29.99889,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.10100000000000003
30:59:58,4,A1,0.283,30.99944,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.10699999999999998
31:59:58,4,A1,0.288,31.99944,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.11199999999999999
32:59:59,4,A1,0.282,32.99972,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.10599999999999998
34:00:00,4,A1,0.271,34.0,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.09500000000000003
35:00:01,4,A1,0.259,35.00028,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.08300000000000002
36:00:02,4,A1,0.25,36.00056,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07400000000000001
37:00:03,4,A1,0.244,37.00083,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.068
38:00:03,4,A1,0.25,38.00083,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07400000000000001
39:00:04,4,A1,0.248,39.00111,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07200000000000001
40:00:05,4,A1,0.248,40.00139,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07200000000000001
41:00:06,4,A1,0.248,41.00167,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07200000000000001
42:00:07,4,A1,0.248,42.00194,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07200000000000001
43:00:08,4,A1,0.249,43.00222,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07300000000000001
44:00:09,4,A1,0.249,44.0025,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07300000000000001
45:00:10,4,A1,0.249,45.00278,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07300000000000001
46:00:12,4,A1,0.25,46.00333,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07400000000000001
47:00:11,4,A1,0.25,47.00306,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07400000000000001
48:00:12,4,A1,0.251,48.00333,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07500000000000001
0:00:34,1,A2,0.218,0.00944,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.03
0:59:29,1,A2,0.21,0.99139,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.03
1:59:31,1,A2,0.21,1.99194,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.03
2:59:31,1,A2,0.209,2.99194,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.03
3:59:33,1,A2,0.211,3.9925,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.03
4:59:33,1,A2,0.214,4.9925,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.03
5:59:34,1,A2,0.218,5.99278,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.03
6:59:35,1,A2,0.224,6.99306,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.03
7:59:36,1,A2,0.232,7.99333,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.03
8:59:37,1,A2,0.242,8.99361,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.033
9:59:38,1,A2,0.254,9.99389,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.04500000000000001
10:59:39,1,A2,0.265,10.99417,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.05600000000000002
11:59:40,1,A2,0.275,11.99444,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.06600000000000003
12:59:41,1,A2,0.277,12.99472,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.06800000000000003
13:59:42,1,A2,0.276,13.995,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.06700000000000003
14:59:43,1,A2,0.274,14.99528,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.06500000000000003
15:59:44,1,A2,0.274,15.99556,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.06500000000000003
16:59:45,1,A2,0.272,16.99583,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.06300000000000003
17:59:44,1,A2,0.27,17.99556,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.061000000000000026
18:59:45,1,A2,0.27,18.99583,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.061000000000000026
19:59:47,1,A2,0.268,19.99639,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.059000000000000025
20:59:47,1,A2,0.267,20.99639,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.058000000000000024
21:59:49,1,A2,0.265,21.99694,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.05600000000000002
22:59:50,1,A2,0.264,22.99722,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.05500000000000002
23:59:51,1,A2,0.263,23.9975,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.05400000000000002
24:59:51,1,A2,0.262,24.9975,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.05300000000000002
25:59:52,1,A2,0.261,25.99778,SPL17,1 - SPL17,A,2,SF,20,128.0,29.19296,0.209,0.05200000000000002
