Time,Plate,Well,Raw_od,hour,Well_id,Plt_well,Well_row,Well_column,Condition,Ratio,XMIC,MIC ug/ml
7:59:36,1,A7,0.231,7.99333,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
8:59:37,1,A7,0.242,8.99361,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
9:59:38,1,A7,0.262,9.99389,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
10:59:39,1,A7,0.297,10.99417,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
11:59:40,1,A7,0.333,11.99444,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
12:59:41,1,A7,0.339,12.99472,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
13:59:42,1,A7,0.346,13.995,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
14:59:43,1,A7,0.352,14.99528,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
15:59:44,1,A7,0.358,15.99556,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
16:59:45,1,A7,0.361,16.99583,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
17:59:44,1,A7,0.362,17.99556,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
18:59:45,1,A7,0.361,18.99583,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
19:59:47,1,A7,0.36,19.99639,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
20:59:47,1,A7,0.357,20.99639,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
21:59:49,1,A7,0.354,21.99694,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
22:59:50,1,A7,0.352,22.99722,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
23:59:51,1,A7,0.351,23.9975,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
24:59:51,1,A7,0.353,24.9975,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
25:59:52,1,A7,0.358,25.99778,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
26:59:54,1,A7,0.367,26.99833,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
27:59:54,1,A7,0.383,27.99833,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
28:59:55,1,A7,0.408,28.99861,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
29:59:56,1,A7,0.435,29.99889,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
30:59:57,1,A7,0.467,30.99917,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
31:59:58,1,A7,0.497,31.99944,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
32:59:58,1,A7,0.509,32.99944,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
34:00:00,1,A7,0.514,34,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
35:00:01,1,A7,0.524,35.00028,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
36:00:01,1,A7,0.531,36.00028,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
37:00:02,1,A7,0.543,37.00056,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
38:00:03,1,A7,0.556,38.00083,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
39:00:04,1,A7,0.585,39.00111,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
40:00:05,1,A7,0.631,40.00139,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
41:00:06,1,A7,0.697,41.00167,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
42:00:06,1,A7,0.765,42.00167,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
43:00:08,1,A7,0.821,43.00222,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
44:00:09,1,A7,0.869,44.0025,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
45:00:09,1,A7,0.925,45.0025,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
46:00:11,1,A7,0.979,46.00306,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
47:00:11,1,A7,1.033,47.00306,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
48:00:12,1,A7,1.072,48.00333,SPL97,1 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
0:00:34,2,A7,0.185,0.00944,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
0:59:29,2,A7,0.252,0.99139,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
1:59:31,2,A7,0.209,1.99194,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
2:59:31,2,A7,0.171,2.99194,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
3:59:33,2,A7,0.17,3.9925,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
4:59:33,2,A7,0.173,4.9925,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
5:59:34,2,A7,0.176,5.99278,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
6:59:35,2,A7,0.181,6.99306,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
7:59:36,2,A7,0.191,7.99333,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
8:59:37,2,A7,0.204,8.99361,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
9:59:38,2,A7,0.224,9.99389,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
10:59:39,2,A7,0.236,10.99417,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
11:59:40,2,A7,0.239,11.99444,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
12:59:41,2,A7,0.244,12.99472,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
13:59:42,2,A7,0.25,13.995,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
14:59:43,2,A7,0.261,14.99528,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
15:59:44,2,A7,0.266,15.99556,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
16:59:44,2,A7,0.276,16.99556,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
17:59:44,2,A7,0.292,17.99556,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
18:59:45,2,A7,0.307,18.99583,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
19:59:47,2,A7,0.31,19.99639,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
20:59:47,2,A7,0.314,20.99639,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
21:59:49,2,A7,0.316,21.99694,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
22:59:50,2,A7,0.319,22.99722,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
23:59:51,2,A7,0.322,23.9975,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
24:59:52,2,A7,0.328,24.99778,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
25:59:53,2,A7,0.335,25.99806,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
26:59:54,2,A7,0.34,26.99833,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
27:59:54,2,A7,0.348,27.99833,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
28:59:55,2,A7,0.354,28.99861,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
29:59:56,2,A7,0.363,29.99889,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
30:59:57,2,A7,0.373,30.99917,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
31:59:58,2,A7,0.386,31.99944,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
32:59:58,2,A7,0.389,32.99944,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
34:00:00,2,A7,0.392,34,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
35:00:01,2,A7,0.396,35.00028,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
36:00:02,2,A7,0.4,36.00056,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
37:00:02,2,A7,0.406,37.00056,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
38:00:03,2,A7,0.413,38.00083,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
39:00:04,2,A7,0.421,39.00111,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
40:00:05,2,A7,0.432,40.00139,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
41:00:06,2,A7,0.446,41.00167,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
42:00:07,2,A7,0.464,42.00194,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
43:00:08,2,A7,0.491,43.00222,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
44:00:09,2,A7,0.521,44.0025,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
45:00:10,2,A7,0.552,45.00278,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
46:00:11,2,A7,0.578,46.00306,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
47:00:11,2,A7,0.601,47.00306,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
48:00:12,2,A7,0.623,48.00333,SPL97,2 - SPL97,A,7,20MSynComm+ SF,10+10,128,29.19296
0:00:34,3,A7,0.251,0.00944,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
0:59:29,3,A7,0.24,0.99139,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
1:59:31,3,A7,0.231,1.99194,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
2:59:31,3,A7,0.23,2.99194,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
3:59:33,3,A7,0.228,3.9925,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
4:59:33,3,A7,0.229,4.9925,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
5:59:35,3,A7,0.232,5.99306,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
6:59:35,3,A7,0.236,6.99306,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
7:59:36,3,A7,0.242,7.99333,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
8:59:37,3,A7,0.253,8.99361,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
9:59:38,3,A7,0.271,9.99389,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
10:59:38,3,A7,0.304,10.99389,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
11:59:40,3,A7,0.343,11.99444,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
12:59:41,3,A7,0.341,12.99472,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
13:59:42,3,A7,0.344,13.995,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
14:59:43,3,A7,0.348,14.99528,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
15:59:44,3,A7,0.35,15.99556,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
16:59:44,3,A7,0.354,16.99556,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
17:59:44,3,A7,0.357,17.99556,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
18:59:45,3,A7,0.359,18.99583,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
19:59:47,3,A7,0.362,19.99639,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
20:59:48,3,A7,0.361,20.99667,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
21:59:49,3,A7,0.36,21.99694,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
22:59:50,3,A7,0.359,22.99722,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
23:59:51,3,A7,0.358,23.9975,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
24:59:51,3,A7,0.358,24.9975,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
25:59:53,3,A7,0.357,25.99806,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
26:59:54,3,A7,0.36,26.99833,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
27:59:54,3,A7,0.366,27.99833,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
28:59:55,3,A7,0.374,28.99861,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
29:59:56,3,A7,0.39,29.99889,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
30:59:57,3,A7,0.414,30.99917,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
31:59:58,3,A7,0.441,31.99944,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
32:59:58,3,A7,0.469,32.99944,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
34:00:00,3,A7,0.496,34,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
35:00:01,3,A7,0.504,35.00028,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
36:00:02,3,A7,0.509,36.00056,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
37:00:02,3,A7,0.517,37.00056,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
38:00:03,3,A7,0.527,38.00083,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
39:00:04,3,A7,0.538,39.00111,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
40:00:05,3,A7,0.556,40.00139,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
41:00:06,3,A7,0.575,41.00167,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
42:00:07,3,A7,0.612,42.00194,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
43:00:08,3,A7,0.665,43.00222,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
44:00:09,3,A7,0.725,44.0025,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
45:00:10,3,A7,0.784,45.00278,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
46:00:11,3,A7,0.832,46.00306,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
47:00:11,3,A7,0.877,47.00306,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
48:00:12,3,A7,0.926,48.00333,SPL97,3 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
0:00:34,4,A7,0.19,0.00944,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
0:59:29,4,A7,0.188,0.99139,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
1:59:31,4,A7,0.187,1.99194,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
2:59:31,4,A7,0.186,2.99194,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
3:59:33,4,A7,0.186,3.9925,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
4:59:33,4,A7,0.187,4.9925,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
5:59:35,4,A7,0.191,5.99306,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
6:59:35,4,A7,0.195,6.99306,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
7:59:36,4,A7,0.203,7.99333,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
8:59:37,4,A7,0.216,8.99361,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
9:59:38,4,A7,0.236,9.99389,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
10:59:38,4,A7,0.261,10.99389,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
11:59:40,4,A7,0.262,11.99444,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
12:59:41,4,A7,0.266,12.99472,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
13:59:42,4,A7,0.27,13.995,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
14:59:43,4,A7,0.274,14.99528,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
15:59:44,4,A7,0.279,15.99556,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
16:59:44,4,A7,0.281,16.99556,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
17:59:44,4,A7,0.281,17.99556,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
18:59:45,4,A7,0.281,18.99583,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
19:59:47,4,A7,0.28,19.99639,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
20:59:48,4,A7,0.279,20.99667,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
21:59:49,4,A7,0.279,21.99694,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
22:59:50,4,A7,0.28,22.99722,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
23:59:51,4,A7,0.283,23.9975,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
24:59:52,4,A7,0.286,24.99778,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
25:59:53,4,A7,0.29,25.99806,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
26:59:54,4,A7,0.299,26.99833,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
27:59:54,4,A7,0.32,27.99833,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
28:59:55,4,A7,0.339,28.99861,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
29:59:56,4,A7,0.355,29.99889,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
30:59:58,4,A7,0.376,30.99944,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
31:59:58,4,A7,0.383,31.99944,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
32:59:59,4,A7,0.388,32.99972,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
34:00:00,4,A7,0.398,34,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
35:00:01,4,A7,0.405,35.00028,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
36:00:02,4,A7,0.41,36.00056,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
37:00:03,4,A7,0.423,37.00083,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
38:00:03,4,A7,0.441,38.00083,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
39:00:04,4,A7,0.471,39.00111,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
40:00:05,4,A7,0.51,40.00139,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
41:00:06,4,A7,0.554,41.00167,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
42:00:07,4,A7,0.598,42.00194,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
43:00:08,4,A7,0.632,43.00222,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
44:00:09,4,A7,0.653,44.0025,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
45:00:10,4,A7,0.685,45.00278,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
46:00:12,4,A7,0.711,46.00333,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
47:00:11,4,A7,0.744,47.00306,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
48:00:12,4,A7,0.774,48.00333,SPL97,4 - SPL97,A,7,20MSynComm+ SFP,10+10,128,29.19296
0:00:34,1,A8,0.224,0.00944,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
0:59:29,1,A8,0.22,0.99139,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
1:59:31,1,A8,0.218,1.99194,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
2:59:31,1,A8,0.218,2.99194,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
3:59:33,1,A8,0.219,3.9925,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
4:59:33,1,A8,0.22,4.9925,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
5:59:34,1,A8,0.223,5.99278,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
6:59:35,1,A8,0.227,6.99306,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
7:59:36,1,A8,0.233,7.99333,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
8:59:37,1,A8,0.244,8.99361,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
9:59:38,1,A8,0.262,9.99389,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
10:59:39,1,A8,0.294,10.99417,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
11:59:40,1,A8,0.333,11.99444,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
12:59:41,1,A8,0.338,12.99472,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
13:59:42,1,A8,0.345,13.995,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
14:59:43,1,A8,0.352,14.99528,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
15:59:44,1,A8,0.357,15.99556,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
16:59:45,1,A8,0.358,16.99583,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
17:59:44,1,A8,0.358,17.99556,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
18:59:45,1,A8,0.357,18.99583,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
19:59:47,1,A8,0.354,19.99639,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
20:59:47,1,A8,0.35,20.99639,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
21:59:49,1,A8,0.348,21.99694,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
22:59:50,1,A8,0.346,22.99722,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
23:59:51,1,A8,0.346,23.9975,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
24:59:51,1,A8,0.346,24.9975,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
25:59:52,1,A8,0.346,25.99778,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
26:59:54,1,A8,0.348,26.99833,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
27:59:54,1,A8,0.349,27.99833,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
28:59:55,1,A8,0.349,28.99861,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
29:59:56,1,A8,0.35,29.99889,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
30:59:57,1,A8,0.355,30.99917,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
31:59:58,1,A8,0.366,31.99944,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
32:59:58,1,A8,0.381,32.99944,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
34:00:00,1,A8,0.402,34,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
35:00:01,1,A8,0.432,35.00028,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
36:00:01,1,A8,0.467,36.00028,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
37:00:02,1,A8,0.477,37.00056,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
38:00:03,1,A8,0.482,38.00083,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
39:00:04,1,A8,0.488,39.00111,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
40:00:05,1,A8,0.494,40.00139,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
41:00:06,1,A8,0.501,41.00167,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
42:00:06,1,A8,0.512,42.00167,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
43:00:08,1,A8,0.526,43.00222,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
44:00:09,1,A8,0.538,44.0025,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
45:00:09,1,A8,0.568,45.0025,SPL113,1 - SPL113,A,8,20MSynComm+ SF,10+10,128,29.19296
