,Date,Plt,Well,WellID,Time_h,RawOD,Col,Row,Cpd,Qrt,uM,Species,Strain,Nick,Dil
918,5/13/2022,1,M19,3-1-M19,1.08,0.183,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
919,5/13/2022,1,M19,3-1-M19,2.16,0.183,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
920,5/13/2022,1,M19,3-1-M19,3.24,0.195,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
921,5/13/2022,1,M19,3-1-M19,4.32,0.24,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
922,5/13/2022,1,M19,3-1-M19,5.4,0.322,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
923,5/13/2022,1,M19,3-1-M19,6.48,0.39,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
924,5/13/2022,1,M19,3-1-M19,7.56,0.43,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
925,5/13/2022,1,M19,3-1-M19,8.64,0.455,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
926,5/13/2022,1,M19,3-1-M19,9.73,0.478,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
927,5/13/2022,1,M19,3-1-M19,10.81,0.494,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
928,5/13/2022,1,M19,3-1-M19,11.89,0.505,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
929,5/13/2022,1,M19,3-1-M19,12.97,0.511,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
930,5/13/2022,1,M21,3-1-M21,0,0.168,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
931,5/13/2022,1,M21,3-1-M21,1.08,0.206,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
932,5/13/2022,1,M21,3-1-M21,2.16,0.18,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
933,5/13/2022,1,M21,3-1-M21,3.24,0.194,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
934,5/13/2022,1,M21,3-1-M21,4.32,0.242,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
935,5/13/2022,1,M21,3-1-M21,5.4,0.317,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
936,5/13/2022,1,M21,3-1-M21,6.48,0.377,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
937,5/13/2022,1,M21,3-1-M21,7.56,0.414,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
938,5/13/2022,1,M21,3-1-M21,8.64,0.439,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
939,5/13/2022,1,M21,3-1-M21,9.73,0.464,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
940,5/13/2022,1,M21,3-1-M21,10.81,0.482,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
941,5/13/2022,1,M21,3-1-M21,11.89,0.49,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
942,5/13/2022,1,M21,3-1-M21,12.97,0.498,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
943,5/13/2022,1,M23,3-1-M23,0,0.171,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
944,5/13/2022,1,M23,3-1-M23,1.08,0.19,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
945,5/13/2022,1,M23,3-1-M23,2.16,0.183,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
946,5/13/2022,1,M23,3-1-M23,3.24,0.185,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
947,5/13/2022,1,M23,3-1-M23,4.32,0.184,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
948,5/13/2022,1,M23,3-1-M23,5.4,0.186,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
949,5/13/2022,1,M23,3-1-M23,6.48,0.184,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
950,5/13/2022,1,M23,3-1-M23,7.56,0.184,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
951,5/13/2022,1,M23,3-1-M23,8.64,0.183,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
952,5/13/2022,1,M23,3-1-M23,9.73,0.182,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
953,5/13/2022,1,M23,3-1-M23,10.81,0.181,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
954,5/13/2022,1,M23,3-1-M23,11.89,0.181,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
955,5/13/2022,1,M23,3-1-M23,12.97,0.182,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
956,5/13/2022,1,M3,3-1-M3,0,0.216,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
957,5/13/2022,1,M3,3-1-M3,1.08,0.275,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
958,5/13/2022,1,M3,3-1-M3,2.16,0.223,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
959,5/13/2022,1,M3,3-1-M3,3.24,0.23,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
960,5/13/2022,1,M3,3-1-M3,4.32,0.22,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
961,5/13/2022,1,M3,3-1-M3,5.4,0.226,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
962,5/13/2022,1,M3,3-1-M3,6.48,0.23,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
963,5/13/2022,1,M3,3-1-M3,7.56,0.229,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
964,5/13/2022,1,M3,3-1-M3,8.64,0.222,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
965,5/13/2022,1,M3,3-1-M3,9.73,0.226,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
966,5/13/2022,1,M3,3-1-M3,10.81,0.219,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
967,5/13/2022,1,M3,3-1-M3,11.89,0.223,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
968,5/13/2022,1,M3,3-1-M3,12.97,0.227,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
969,5/13/2022,1,M5,3-1-M5,0,0.205,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
970,5/13/2022,1,M5,3-1-M5,1.08,0.27,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
971,5/13/2022,1,M5,3-1-M5,2.16,0.243,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
972,5/13/2022,1,M5,3-1-M5,3.24,0.254,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
973,5/13/2022,1,M5,3-1-M5,4.32,0.241,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
974,5/13/2022,1,M5,3-1-M5,5.4,0.262,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
975,5/13/2022,1,M5,3-1-M5,6.48,0.277,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
976,5/13/2022,1,M5,3-1-M5,7.56,0.287,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
977,5/13/2022,1,M5,3-1-M5,8.64,0.301,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
978,5/13/2022,1,M5,3-1-M5,9.73,0.334,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
979,5/13/2022,1,M5,3-1-M5,10.81,0.354,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
980,5/13/2022,1,M5,3-1-M5,11.89,0.384,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
981,5/13/2022,1,M5,3-1-M5,12.97,0.399,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
982,5/13/2022,1,M7,3-1-M7,0,0.201,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
983,5/13/2022,1,M7,3-1-M7,1.08,0.223,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
984,5/13/2022,1,M7,3-1-M7,2.16,0.21,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
985,5/13/2022,1,M7,3-1-M7,3.24,0.216,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
986,5/13/2022,1,M7,3-1-M7,4.32,0.23,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
987,5/13/2022,1,M7,3-1-M7,5.4,0.283,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
988,5/13/2022,1,M7,3-1-M7,6.48,0.342,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
989,5/13/2022,1,M7,3-1-M7,7.56,0.399,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
990,5/13/2022,1,M7,3-1-M7,8.64,0.43,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
991,5/13/2022,1,M7,3-1-M7,9.73,0.441,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
992,5/13/2022,1,M7,3-1-M7,10.81,0.44,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
993,5/13/2022,1,M7,3-1-M7,11.89,0.444,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
994,5/13/2022,1,M7,3-1-M7,12.97,0.45,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
995,5/13/2022,1,M9,3-1-M9,0,0.185,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
996,5/13/2022,1,M9,3-1-M9,1.08,0.221,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
997,5/13/2022,1,M9,3-1-M9,2.16,0.216,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
998,5/13/2022,1,M9,3-1-M9,3.24,0.222,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
999,5/13/2022,1,M9,3-1-M9,4.32,0.247,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1000,5/13/2022,1,M9,3-1-M9,5.4,0.311,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1001,5/13/2022,1,M9,3-1-M9,6.48,0.372,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1002,5/13/2022,1,M9,3-1-M9,7.56,0.418,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1003,5/13/2022,1,M9,3-1-M9,8.64,0.449,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1004,5/13/2022,1,M9,3-1-M9,9.73,0.46,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1005,5/13/2022,1,M9,3-1-M9,10.81,0.467,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1006,5/13/2022,1,M9,3-1-M9,11.89,0.476,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1007,5/13/2022,1,M9,3-1-M9,12.97,0.48,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1008,5/13/2022,6,M1,3-6-M1,0,0.206,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
1009,5/13/2022,6,M1,3-6-M1,1.09,0.209,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
1010,5/13/2022,6,M1,3-6-M1,2.17,0.207,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
1011,5/13/2022,6,M1,3-6-M1,3.25,0.206,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
1012,5/13/2022,6,M1,3-6-M1,4.33,0.204,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
1013,5/13/2022,6,M1,3-6-M1,5.41,0.202,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
1014,5/13/2022,6,M1,3-6-M1,6.5,0.2,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
1015,5/13/2022,6,M1,3-6-M1,7.58,0.2,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
1016,5/13/2022,6,M1,3-6-M1,8.66,0.199,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
1017,5/13/2022,6,M1,3-6-M1,9.74,0.197,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
1018,5/13/2022,6,M1,3-6-M1,10.82,0.197,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
1019,5/13/2022,6,M1,3-6-M1,11.91,0.196,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
1020,5/13/2022,6,M1,3-6-M1,12.99,0.197,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
1021,5/13/2022,6,M11,3-6-M11,0,0.187,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
1022,5/13/2022,6,M11,3-6-M11,1.09,0.189,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
1023,5/13/2022,6,M11,3-6-M11,2.17,0.191,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
1024,5/13/2022,6,M11,3-6-M11,3.25,0.194,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
1025,5/13/2022,6,M11,3-6-M11,4.33,0.211,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
1026,5/13/2022,6,M11,3-6-M11,5.41,0.254,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
1027,5/13/2022,6,M11,3-6-M11,6.5,0.302,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
1028,5/13/2022,6,M11,3-6-M11,7.58,0.347,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
1029,5/13/2022,6,M11,3-6-M11,8.66,0.38,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
1030,5/13/2022,6,M11,3-6-M11,9.74,0.407,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
1031,5/13/2022,6,M11,3-6-M11,10.82,0.426,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
1032,5/13/2022,6,M11,3-6-M11,11.91,0.44,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
1033,5/13/2022,6,M11,3-6-M11,12.99,0.449,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
1034,5/13/2022,6,M13,3-6-M13,0,0.18,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
1035,5/13/2022,6,M13,3-6-M13,1.09,0.184,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
1036,5/13/2022,6,M13,3-6-M13,2.17,0.186,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
1037,5/13/2022,6,M13,3-6-M13,3.25,0.191,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
1038,5/13/2022,6,M13,3-6-M13,4.33,0.214,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
1039,5/13/2022,6,M13,3-6-M13,5.41,0.28,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
1040,5/13/2022,6,M13,3-6-M13,6.5,0.355,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
1041,5/13/2022,6,M13,3-6-M13,7.58,0.405,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
1042,5/13/2022,6,M13,3-6-M13,8.66,0.435,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
1043,5/13/2022,6,M13,3-6-M13,9.74,0.458,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
1044,5/13/2022,6,M13,3-6-M13,10.82,0.476,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
1045,5/13/2022,6,M13,3-6-M13,11.91,0.486,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
1046,5/13/2022,6,M13,3-6-M13,12.99,0.498,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
1047,5/13/2022,6,M15,3-6-M15,0,0.182,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
1048,5/13/2022,6,M15,3-6-M15,1.09,0.189,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
1049,5/13/2022,6,M15,3-6-M15,2.17,0.19,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
1050,5/13/2022,6,M15,3-6-M15,3.25,0.193,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
1051,5/13/2022,6,M15,3-6-M15,4.33,0.209,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
1052,5/13/2022,6,M15,3-6-M15,5.41,0.256,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
1053,5/13/2022,6,M15,3-6-M15,6.5,0.311,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
1054,5/13/2022,6,M15,3-6-M15,7.58,0.36,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
1055,5/13/2022,6,M15,3-6-M15,8.66,0.398,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
1056,5/13/2022,6,M15,3-6-M15,9.74,0.428,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
1057,5/13/2022,6,M15,3-6-M15,10.82,0.453,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
1058,5/13/2022,6,M15,3-6-M15,11.91,0.473,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
1059,5/13/2022,6,M15,3-6-M15,12.99,0.486,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
1060,5/13/2022,6,M17,3-6-M17,0,0.154,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
1061,5/13/2022,6,M17,3-6-M17,1.09,0.166,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
1062,5/13/2022,6,M17,3-6-M17,2.17,0.169,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
1063,5/13/2022,6,M17,3-6-M17,3.25,0.172,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
1064,5/13/2022,6,M17,3-6-M17,4.33,0.192,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
1065,5/13/2022,6,M17,3-6-M17,5.41,0.239,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
1066,5/13/2022,6,M17,3-6-M17,6.5,0.292,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
1067,5/13/2022,6,M17,3-6-M17,7.58,0.333,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
1068,5/13/2022,6,M17,3-6-M17,8.66,0.365,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
1069,5/13/2022,6,M17,3-6-M17,9.74,0.386,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
1070,5/13/2022,6,M17,3-6-M17,10.82,0.402,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
1071,5/13/2022,6,M17,3-6-M17,11.91,0.417,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
1072,5/13/2022,6,M17,3-6-M17,12.99,0.429,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
1073,5/13/2022,6,M19,3-6-M19,0,0.162,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
1074,5/13/2022,6,M19,3-6-M19,1.09,0.176,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
1075,5/13/2022,6,M19,3-6-M19,2.17,0.178,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
1076,5/13/2022,6,M19,3-6-M19,3.25,0.184,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
1077,5/13/2022,6,M19,3-6-M19,4.33,0.212,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
1078,5/13/2022,6,M19,3-6-M19,5.41,0.275,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
1079,5/13/2022,6,M19,3-6-M19,6.5,0.346,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
1080,5/13/2022,6,M19,3-6-M19,7.58,0.402,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
1081,5/13/2022,6,M19,3-6-M19,8.66,0.431,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
1082,5/13/2022,6,M19,3-6-M19,9.74,0.461,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
1083,5/13/2022,6,M19,3-6-M19,10.82,0.484,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
1084,5/13/2022,6,M19,3-6-M19,11.91,0.503,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
1085,5/13/2022,6,M19,3-6-M19,12.99,0.511,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
1086,5/13/2022,6,M21,3-6-M21,0,0.187,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
1087,5/13/2022,6,M21,3-6-M21,1.09,0.19,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
1088,5/13/2022,6,M21,3-6-M21,2.17,0.196,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
1089,5/13/2022,6,M21,3-6-M21,3.25,0.199,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
1090,5/13/2022,6,M21,3-6-M21,4.33,0.216,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
1091,5/13/2022,6,M21,3-6-M21,5.41,0.26,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
1092,5/13/2022,6,M21,3-6-M21,6.5,0.315,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
1093,5/13/2022,6,M21,3-6-M21,7.58,0.367,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
1094,5/13/2022,6,M21,3-6-M21,8.66,0.409,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
1095,5/13/2022,6,M21,3-6-M21,9.74,0.44,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
1096,5/13/2022,6,M21,3-6-M21,10.82,0.469,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
1097,5/13/2022,6,M21,3-6-M21,11.91,0.489,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
1098,5/13/2022,6,M21,3-6-M21,12.99,0.499,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
1099,5/13/2022,6,M23,3-6-M23,0,0.154,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
1100,5/13/2022,6,M23,3-6-M23,1.09,0.165,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
1101,5/13/2022,6,M23,3-6-M23,2.17,0.168,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
1102,5/13/2022,6,M23,3-6-M23,3.25,0.169,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
1103,5/13/2022,6,M23,3-6-M23,4.33,0.169,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
1104,5/13/2022,6,M23,3-6-M23,5.41,0.169,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
1105,5/13/2022,6,M23,3-6-M23,6.5,0.168,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
1106,5/13/2022,6,M23,3-6-M23,7.58,0.169,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
1107,5/13/2022,6,M23,3-6-M23,8.66,0.168,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
1108,5/13/2022,6,M23,3-6-M23,9.74,0.166,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
1109,5/13/2022,6,M23,3-6-M23,10.82,0.166,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
1110,5/13/2022,6,M23,3-6-M23,11.91,0.166,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
1111,5/13/2022,6,M23,3-6-M23,12.99,0.169,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
1112,5/13/2022,6,M3,3-6-M3,0,0.194,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
1113,5/13/2022,6,M3,3-6-M3,1.09,0.198,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
1114,5/13/2022,6,M3,3-6-M3,2.17,0.196,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
1115,5/13/2022,6,M3,3-6-M3,3.25,0.197,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
1116,5/13/2022,6,M3,3-6-M3,4.33,0.195,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
1117,5/13/2022,6,M3,3-6-M3,5.41,0.194,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
1118,5/13/2022,6,M3,3-6-M3,6.5,0.194,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
1119,5/13/2022,6,M3,3-6-M3,7.58,0.195,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
1120,5/13/2022,6,M3,3-6-M3,8.66,0.194,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
1121,5/13/2022,6,M3,3-6-M3,9.74,0.193,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
1122,5/13/2022,6,M3,3-6-M3,10.82,0.193,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
1123,5/13/2022,6,M3,3-6-M3,11.91,0.191,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
1124,5/13/2022,6,M3,3-6-M3,12.99,0.193,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
1125,5/13/2022,6,M5,3-6-M5,0,0.196,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
1126,5/13/2022,6,M5,3-6-M5,1.09,0.198,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
1127,5/13/2022,6,M5,3-6-M5,2.17,0.203,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
1128,5/13/2022,6,M5,3-6-M5,3.25,0.203,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
1129,5/13/2022,6,M5,3-6-M5,4.33,0.203,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
1130,5/13/2022,6,M5,3-6-M5,5.41,0.202,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
1131,5/13/2022,6,M5,3-6-M5,6.5,0.204,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
1132,5/13/2022,6,M5,3-6-M5,7.58,0.208,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
1133,5/13/2022,6,M5,3-6-M5,8.66,0.214,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
1134,5/13/2022,6,M5,3-6-M5,9.74,0.226,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
1135,5/13/2022,6,M5,3-6-M5,10.82,0.25,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
1136,5/13/2022,6,M5,3-6-M5,11.91,0.286,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
1137,5/13/2022,6,M5,3-6-M5,12.99,0.319,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
