,Date,Plt,Well,WellID,Time_h,RawOD,Col,Row,Cpd,Qrt,uM,Species,Strain,Nick,Dil
1138,5/13/2022,6,M7,3-6-M7,0,0.195,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
1139,5/13/2022,6,M7,3-6-M7,1.09,0.197,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
1140,5/13/2022,6,M7,3-6-M7,2.17,0.205,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
1141,5/13/2022,6,M7,3-6-M7,3.25,0.205,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
1142,5/13/2022,6,M7,3-6-M7,4.33,0.212,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
1143,5/13/2022,6,M7,3-6-M7,5.41,0.239,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
1144,5/13/2022,6,M7,3-6-M7,6.5,0.287,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
1145,5/13/2022,6,M7,3-6-M7,7.58,0.339,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
1146,5/13/2022,6,M7,3-6-M7,8.66,0.378,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
1147,5/13/2022,6,M7,3-6-M7,9.74,0.409,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
1148,5/13/2022,6,M7,3-6-M7,10.82,0.423,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
1149,5/13/2022,6,M7,3-6-M7,11.91,0.433,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
1150,5/13/2022,6,M7,3-6-M7,12.99,0.437,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
1151,5/13/2022,6,M9,3-6-M9,0,0.198,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1152,5/13/2022,6,M9,3-6-M9,1.09,0.199,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1153,5/13/2022,6,M9,3-6-M9,2.17,0.201,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1154,5/13/2022,6,M9,3-6-M9,3.25,0.202,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1155,5/13/2022,6,M9,3-6-M9,4.33,0.217,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1156,5/13/2022,6,M9,3-6-M9,5.41,0.261,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1157,5/13/2022,6,M9,3-6-M9,6.5,0.325,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1158,5/13/2022,6,M9,3-6-M9,7.58,0.385,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1159,5/13/2022,6,M9,3-6-M9,8.66,0.431,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1160,5/13/2022,6,M9,3-6-M9,9.74,0.466,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1161,5/13/2022,6,M9,3-6-M9,10.82,0.479,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1162,5/13/2022,6,M9,3-6-M9,11.91,0.492,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
1163,5/13/2022,6,M9,3-6-M9,12.99,0.491,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
